Date,Festival/Event,Season,Special Day Type,Location,Customer Segment,Top Purchased Items,Total Sale Value (₹),Estimated Profit (₹),Demand Level (1-10),Discount Sensitivity (1-10)
2024-12-24,Onam,Winter,Salary Day,Chennai,Retail Bulk,"Atta, Fruits, Eggs",526.55,84.6,7,8
2024-08-01,Navratri,Summer,Normal Day,Jaipur,Upper Middle,"Sugar, Fruits, Milk",540.7,114.62,10,5
2023-08-10,Onam,Summer,Wedding Season,Patna,Middle Class,"Fruits, Eggs, Oil",1318.46,266.88,5,9
2024-06-08,None,Summer,Weekend,Mumbai,Low Income,"Vegetables, Milk, Atta",189.83,41.75,6,6
2024-06-20,Christmas,Summer,School Opening,Lucknow,Middle Class,"Cake, Fruits, Bread, Vegetables, Chocolates",857.24,43.88,10,8
2024-03-26,Republic Day,Monsoon,Normal Day,Lucknow,Students,"Bread, Fruits, Eggs",748.65,119.99,7,6
2024-06-07,Independence Day,Monsoon,Wedding Season,Delhi,Low Income,"Sugar, Milk, Hand bands, Flags, Eggs",1122.39,276.53,6,7
2023-09-01,Diwali,Monsoon,Weekend,Mumbai,Families,"Vegetables, Milk, Oil",1009.06,224.68,6,6
2024-06-02,Republic Day,Winter,Weekend,Bangalore,Families,"Bread, Rice, Milk",913.57,198.72,9,9
2024-01-26,Raksha Bandhan,Summer,School Opening,Bangalore,Upper Middle,"Sweets, Milk, Rakhi, Vegetables, Eggs",279.94,24.4,8,5
2024-02-21,Diwali,Monsoon,Salary Day,Mumbai,Upper Middle,"Vegetables, Oil, Atta",601.71,128.91,7,4
2023-10-25,Independence Day,Summer,Salary Day,Mumbai,Families,"Sugar, Hand bands, Flags, Vegetables, Eggs",1087.07,136.42,9,4
2023-01-08,Republic Day,Monsoon,Weekend,Kolkata,Retail Bulk,"Bread, Rice, Milk",297.45,53.86,10,2
2024-04-05,Makar Sankranti,Winter,Exam Season,Patna,Low Income,"Vegetables, Bread, Milk",683.9,125.57,9,8
2024-05-16,Independence Day,Monsoon,School Opening,Kolkata,Middle Class,"Milk, Oil, Hand bands, Flags, Eggs",325.87,38.64,8,2
2024-02-03,Raksha Bandhan,Monsoon,Weekend,Delhi,Upper Middle,"Sweets, Milk, Rakhi, Bread, Rice",1831.87,282.74,4,3
2023-03-13,Onam,Summer,Weekend,Mumbai,Students,"Sugar, Rice, Fruits",834.67,170.38,9,2
2024-12-31,Independence Day,Monsoon,School Opening,Bangalore,Students,"Milk, Atta, Hand bands, Flags, Vegetables",1549.65,278.66,7,7
2024-07-08,Independence Day,Summer,Exam Season,Jaipur,Families,"Fruits, Hand bands, Flags, Vegetables, Eggs",1493.03,294.88,4,4
2024-05-23,Eid,Monsoon,Exam Season,Kolkata,Families,"Oil, Dates, Fruits, Atta",705.58,79.4,8,7
2024-07-29,Republic Day,Winter,Normal Day,Bangalore,Upper Middle,"Sugar, Bread, Rice",1310.77,311.65,5,9
2023-05-18,Makar Sankranti,Summer,Normal Day,Chennai,Middle Class,"Vegetables, Milk, Eggs",1453.01,330.45,8,7
2024-05-19,Raksha Bandhan,Summer,Wedding Season,Jaipur,Upper Middle,"Sweets, Milk, Rakhi, Bread, Vegetables",847.38,102.22,10,6
2024-05-28,Republic Day,Summer,Normal Day,Bangalore,Families,"Oil, Rice, Atta",1356.53,290.96,10,9
2024-08-15,Independence Day,Monsoon,Exam Season,Patna,Middle Class,"Milk, Bread, Hand bands, Flags, Eggs",384.94,89.68,7,9
2024-01-14,Holi,Monsoon,Exam Season,Jaipur,Middle Class,"Bread, Rice, Eggs, Colors",1759.43,117.37,9,4
2023-06-26,Navratri,Summer,School Opening,Kolkata,Students,"Vegetables, Sugar, Milk",1144.0,89.65,9,4
2024-02-25,Onam,Monsoon,Salary Day,Chennai,Middle Class,"Rice, Eggs, Atta",713.95,95.83,8,9
2024-07-20,Holi,Winter,Normal Day,Delhi,Students,"Sugar, Rice, Eggs, Colors",1547.39,123.43,4,9
2023-09-02,None,Winter,Exam Season,Chennai,Low Income,"Vegetables, Fruits, Atta",924.44,133.01,9,4
2023-11-05,None,Monsoon,School Opening,Bangalore,Retail Bulk,"Milk, Rice, Fruits",1209.26,257.19,7,6
2024-09-13,Holi,Summer,Weekend,Mumbai,Upper Middle,"Vegetables, Bread, Colors, Oil",1860.39,175.1,5,6
2023-05-14,Raksha Bandhan,Monsoon,School Opening,Lucknow,Students,"Sweets, Atta, Rakhi, Rice, Vegetables",1419.92,251.77,5,9
2023-08-05,Christmas,Winter,Weekend,Delhi,Upper Middle,"Cake, Milk, Atta, Rice, Chocolates",1406.73,226.07,8,2
2024-01-02,Christmas,Monsoon,Wedding Season,Mumbai,Retail Bulk,"Cake, Atta, Oil, Bread, Chocolates",1906.35,321.83,8,3
2023-12-09,Independence Day,Winter,Wedding Season,Kolkata,Upper Middle,"Sugar, Milk, Hand bands, Flags, Rice",1166.16,227.68,9,7
2024-05-20,None,Summer,Exam Season,Mumbai,Retail Bulk,"Vegetables, Milk, Atta",173.22,42.25,9,5
2023-04-28,Navratri,Winter,Weekend,Delhi,Students,"Milk, Sugar, Eggs",719.66,96.08,6,5
2023-10-12,Raksha Bandhan,Winter,Salary Day,Kolkata,Students,"Sweets, Milk, Oil, Rakhi, Rice",1238.91,89.06,10,2
2024-02-04,None,Winter,Wedding Season,Mumbai,Families,"Sugar, Bread, Rice",1670.21,337.75,5,7
2024-01-26,Diwali,Winter,Exam Season,Bangalore,Families,"Rice, Fruits, Atta",473.95,33.93,9,7
2023-08-19,Makar Sankranti,Winter,Normal Day,Mumbai,Families,"Oil, Eggs, Atta",540.29,90.72,8,8
2024-01-04,Holi,Winter,Salary Day,Bangalore,Low Income,"Vegetables, Sugar, Fruits, Colors",214.94,37.16,7,8
2024-12-06,Diwali,Summer,School Opening,Kolkata,Middle Class,"Oil, Bread, Atta",860.01,178.91,10,3
2023-05-18,Diwali,Summer,Exam Season,Mumbai,Families,"Vegetables, Fruits, Atta",1001.24,182.37,9,9
2024-07-15,Onam,Summer,Normal Day,Mumbai,Retail Bulk,"Sugar, Rice, Fruits",618.61,33.75,7,8
2024-05-27,Raksha Bandhan,Summer,Exam Season,Lucknow,Retail Bulk,"Sweets, Oil, Rakhi, Rice, Eggs",510.84,89.43,5,3
2024-11-05,Navratri,Winter,Weekend,Chennai,Families,"Bread, Eggs, Atta",1249.12,249.62,6,3
2023-11-21,Eid,Monsoon,School Opening,Kolkata,Students,"Bread, Dates, Fruits, Eggs",1355.32,193.87,9,4
2023-04-29,Navratri,Summer,Wedding Season,Mumbai,Students,"Sugar, Bread, Fruits",655.83,65.66,7,6
2024-06-24,Republic Day,Monsoon,Exam Season,Mumbai,Upper Middle,"Vegetables, Fruits, Milk",477.56,31.57,7,8
2024-01-12,Holi,Winter,Normal Day,Jaipur,Middle Class,"Atta, Colors, Rice, Oil",1117.62,108.31,6,8
2024-08-07,Christmas,Winter,Wedding Season,Jaipur,Low Income,"Cake, Milk, Atta, Bread, Chocolates",1351.35,198.96,10,4
2023-12-31,Diwali,Summer,Salary Day,Lucknow,Retail Bulk,"Vegetables, Milk, Fruits",1789.63,289.6,4,4
2024-02-21,Diwali,Monsoon,Normal Day,Kolkata,Upper Middle,"Vegetables, Fruits, Eggs",1487.62,360.54,5,2
2024-11-17,Makar Sankranti,Summer,Weekend,Delhi,Low Income,"Vegetables, Sugar, Eggs",1130.07,231.07,4,2
2024-08-02,None,Monsoon,School Opening,Bangalore,Low Income,"Bread, Rice, Milk",112.54,26.89,5,3
2024-12-12,Navratri,Monsoon,Salary Day,Chennai,Upper Middle,"Rice, Eggs, Atta",309.74,21.8,6,7
2024-07-02,None,Monsoon,Exam Season,Mumbai,Retail Bulk,"Milk, Bread, Eggs",535.29,103.45,7,3
2023-05-07,Holi,Monsoon,Salary Day,Bangalore,Students,"Fruits, Rice, Milk, Colors",1580.06,393.73,6,8
2024-07-25,Holi,Summer,School Opening,Patna,Students,"Sugar, Colors, Eggs, Oil",282.69,18.96,4,3
2024-05-13,Diwali,Monsoon,Wedding Season,Delhi,Low Income,"Milk, Fruits, Eggs",1034.66,241.12,8,9
2024-08-12,Makar Sankranti,Summer,Salary Day,Mumbai,Middle Class,"Fruits, Milk, Atta",692.85,76.48,4,4
2023-06-25,Navratri,Winter,School Opening,Bangalore,Families,"Atta, Milk, Oil",170.16,23.72,6,9
2023-06-18,Diwali,Winter,Weekend,Mumbai,Retail Bulk,"Vegetables, Sugar, Oil",682.59,105.27,5,2
2023-01-26,Eid,Winter,Weekend,Lucknow,Retail Bulk,"Bread, Dates, Milk, Eggs",771.33,96.35,7,5
2024-07-24,Christmas,Monsoon,Weekend,Lucknow,Students,"Sugar, Cake, Milk, Vegetables, Chocolates",594.9,72.18,7,7
2024-12-09,Onam,Winter,School Opening,Chennai,Middle Class,"Sugar, Bread, Fruits",699.21,40.53,8,9
2023-07-10,Eid,Summer,Exam Season,Kolkata,Retail Bulk,"Eggs, Dates, Milk, Oil",313.21,71.55,4,7
2023-02-01,Christmas,Monsoon,School Opening,Mumbai,Students,"Cake, Fruits, Eggs, Bread, Chocolates",1470.01,306.43,5,3
2024-01-10,Navratri,Winter,School Opening,Lucknow,Middle Class,"Vegetables, Fruits, Atta",200.85,18.27,5,9
2023-04-11,Raksha Bandhan,Winter,Exam Season,Mumbai,Students,"Sweets, Sugar, Rakhi, Bread, Rice",1620.2,159.07,5,9
2023-05-09,Independence Day,Summer,Wedding Season,Mumbai,Middle Class,"Hand bands, Flags, Rice, Vegetables, Eggs",1078.82,145.41,9,6
2024-07-21,Diwali,Monsoon,Salary Day,Patna,Families,"Bread, Rice, Fruits",433.79,82.28,8,9
2024-04-14,Raksha Bandhan,Monsoon,Normal Day,Bangalore,Families,"Sweets, Milk, Atta, Oil, Rakhi",1952.41,131.08,9,9
2023-07-29,Eid,Summer,Exam Season,Kolkata,Low Income,"Dates, Rice, Eggs, Atta",967.7,213.14,9,4
2024-07-24,Eid,Monsoon,Wedding Season,Bangalore,Retail Bulk,"Bread, Rice, Dates, Oil",481.57,95.69,7,8
2024-10-02,Republic Day,Winter,Exam Season,Delhi,Low Income,"Bread, Eggs, Oil",507.0,48.24,6,8
2024-02-17,Navratri,Winter,Weekend,Delhi,Families,"Vegetables, Rice, Eggs",1699.81,93.87,10,7
2023-06-24,Onam,Monsoon,Exam Season,Jaipur,Students,"Sugar, Rice, Atta",504.3,40.95,4,2
2023-05-25,Independence Day,Monsoon,Weekend,Delhi,Low Income,"Milk, Atta, Hand bands, Flags, Rice",887.33,114.05,8,3
2024-09-10,Holi,Winter,Normal Day,Bangalore,Upper Middle,"Bread, Colors, Eggs, Oil",84.17,20.02,9,3
2023-11-06,Raksha Bandhan,Summer,Wedding Season,Bangalore,Middle Class,"Sweets, Milk, Fruits, Rakhi, Bread",738.68,105.87,4,9
2024-02-18,Onam,Summer,Weekend,Chennai,Students,"Vegetables, Sugar, Fruits",1308.32,227.88,7,2
2024-10-14,Onam,Monsoon,Salary Day,Bangalore,Retail Bulk,"Bread, Rice, Oil",1880.4,243.69,8,8
2024-03-31,Holi,Monsoon,Salary Day,Delhi,Middle Class,"Bread, Colors, Rice, Oil",1078.81,245.38,10,8
2023-03-09,None,Monsoon,School Opening,Delhi,Families,"Sugar, Bread, Milk",991.62,203.25,5,3
2024-11-19,Navratri,Winter,Weekend,Delhi,Families,"Sugar, Bread, Rice",571.96,126.16,6,3
2023-08-28,Independence Day,Summer,School Opening,Mumbai,Upper Middle,"Sugar, Fruits, Bread, Hand bands, Flags",145.41,30.94,4,9
2024-12-13,None,Summer,Weekend,Chennai,Middle Class,"Bread, Rice, Oil",1230.11,122.05,9,4
2024-05-13,Independence Day,Monsoon,Exam Season,Delhi,Families,"Sugar, Oil, Hand bands, Flags, Rice",1664.27,173.07,8,5
2023-07-27,Raksha Bandhan,Winter,Exam Season,Jaipur,Middle Class,"Sweets, Rakhi, Rice, Vegetables, Eggs",1301.93,141.16,6,2
2024-05-26,Holi,Summer,Salary Day,Delhi,Retail Bulk,"Sugar, Colors, Rice, Atta",1258.18,287.85,10,3
2023-09-23,Christmas,Monsoon,Salary Day,Kolkata,Retail Bulk,"Cake, Fruits, Oil, Bread, Chocolates",551.6,129.36,10,9
2024-07-04,Republic Day,Monsoon,Salary Day,Patna,Families,"Vegetables, Bread, Rice",1420.84,293.9,4,8
2023-09-25,Makar Sankranti,Winter,Normal Day,Chennai,Upper Middle,"Vegetables, Sugar, Eggs",1085.39,242.54,9,4
2023-09-22,Eid,Winter,Wedding Season,Lucknow,Retail Bulk,"Vegetables, Dates, Eggs, Atta",1738.96,402.32,10,3
2024-03-16,Eid,Monsoon,School Opening,Bangalore,Middle Class,"Vegetables, Dates, Fruits, Atta",813.82,81.13,8,9
2023-10-13,Raksha Bandhan,Winter,Normal Day,Kolkata,Students,"Sweets, Sugar, Fruits, Rakhi, Rice",1112.73,124.34,8,8
2024-08-12,Christmas,Summer,School Opening,Patna,Upper Middle,"Cake, Eggs, Bread, Vegetables, Chocolates",304.72,32.88,8,8
2024-01-11,Diwali,Monsoon,Weekend,Bangalore,Upper Middle,"Sugar, Eggs, Oil",909.29,154.8,10,8
2024-03-20,Eid,Monsoon,Normal Day,Delhi,Retail Bulk,"Dates, Rice, Fruits, Atta",1722.01,94.07,5,9
2023-02-04,Onam,Winter,Normal Day,Lucknow,Students,"Sugar, Eggs, Atta",1120.72,114.31,8,8
2024-08-22,Republic Day,Monsoon,Salary Day,Kolkata,Middle Class,"Rice, Fruits, Oil",587.6,83.23,5,4
2024-04-05,Diwali,Monsoon,School Opening,Delhi,Families,"Vegetables, Sugar, Atta",1280.41,171.28,4,4
2024-09-19,Independence Day,Summer,Normal Day,Lucknow,Low Income,"Sugar, Bread, Hand bands, Flags, Rice",633.88,143.55,8,2
2023-12-02,Makar Sankranti,Monsoon,Salary Day,Mumbai,Families,"Fruits, Milk, Eggs",1383.46,150.4,5,2
2023-03-04,None,Monsoon,School Opening,Delhi,Students,"Vegetables, Rice, Fruits",66.32,4.19,7,5
2023-10-16,Eid,Winter,Normal Day,Delhi,Low Income,"Bread, Dates, Milk, Eggs",1771.68,272.54,9,6
2023-06-07,Diwali,Monsoon,School Opening,Delhi,Upper Middle,"Sugar, Eggs, Oil",435.04,93.97,5,6
2023-01-12,Independence Day,Monsoon,Salary Day,Jaipur,Families,"Fruits, Milk, Bread, Hand bands, Flags",875.2,207.38,9,9
2024-12-24,Diwali,Winter,Wedding Season,Patna,Upper Middle,"Milk, Fruits, Eggs",980.44,214.3,8,5
2023-07-19,Diwali,Winter,Wedding Season,Kolkata,Families,"Rice, Fruits, Atta",1984.5,348.73,5,9
2024-03-10,Navratri,Summer,School Opening,Delhi,Upper Middle,"Bread, Fruits, Atta",1876.1,326.82,7,2
2024-12-25,Onam,Winter,Exam Season,Delhi,Upper Middle,"Sugar, Rice, Milk",246.08,60.92,9,7
2023-01-16,Onam,Summer,Exam Season,Kolkata,Families,"Vegetables, Milk, Oil",59.63,9.43,10,6
2024-07-14,Christmas,Monsoon,Exam Season,Delhi,Families,"Sugar, Cake, Milk, Atta, Chocolates",297.11,15.22,9,9
2024-08-10,Republic Day,Winter,School Opening,Kolkata,Families,"Sugar, Rice, Fruits",1007.31,168.16,9,8
2023-11-18,None,Monsoon,Salary Day,Delhi,Students,"Vegetables, Fruits, Atta",925.91,86.99,4,3
2024-02-04,Raksha Bandhan,Monsoon,Normal Day,Bangalore,Students,"Sweets, Milk, Rakhi, Vegetables, Eggs",1945.59,142.85,4,7
2024-01-31,Holi,Winter,School Opening,Mumbai,Students,"Vegetables, Bread, Milk, Colors",135.33,13.74,6,3
2024-06-05,Eid,Winter,School Opening,Kolkata,Families,"Eggs, Dates, Fruits, Oil",452.48,30.33,8,6
2023-01-23,Makar Sankranti,Winter,Normal Day,Mumbai,Low Income,"Rice, Milk, Oil",1400.7,250.17,4,9
2024-02-11,Republic Day,Summer,Weekend,Mumbai,Families,"Bread, Fruits, Eggs",1276.99,242.62,7,8
2024-05-27,Raksha Bandhan,Winter,Salary Day,Patna,Upper Middle,"Sweets, Sugar, Rakhi, Vegetables, Eggs",343.68,45.68,9,2
2023-01-03,Onam,Monsoon,School Opening,Mumbai,Retail Bulk,"Bread, Rice, Atta",351.08,26.36,6,8
2024-03-11,None,Summer,Exam Season,Jaipur,Retail Bulk,"Sugar, Fruits, Oil",809.15,143.4,6,8
2024-01-02,Independence Day,Monsoon,Weekend,Chennai,Students,"Milk, Hand bands, Flags, Rice, Vegetables",516.51,98.64,5,9
2023-12-05,Independence Day,Winter,Exam Season,Jaipur,Families,"Fruits, Milk, Atta, Hand bands, Flags",1685.92,187.37,5,3
2023-06-27,Republic Day,Winter,Wedding Season,Jaipur,Upper Middle,"Oil, Milk, Atta",1633.85,144.83,6,7
2023-07-12,Diwali,Monsoon,Wedding Season,Bangalore,Upper Middle,"Vegetables, Rice, Eggs",1260.9,134.23,6,5
2024-07-30,Republic Day,Winter,Exam Season,Bangalore,Retail Bulk,"Rice, Eggs, Oil",338.22,55.79,6,7
2024-04-01,None,Monsoon,Wedding Season,Jaipur,Retail Bulk,"Rice, Eggs, Oil",1758.33,294.94,5,8
2024-11-16,Makar Sankranti,Summer,Salary Day,Chennai,Students,"Rice, Fruits, Atta",718.21,89.0,4,5
2023-07-19,Republic Day,Winter,Salary Day,Kolkata,Retail Bulk,"Sugar, Fruits, Atta",1014.55,97.34,4,7
2024-09-29,Eid,Monsoon,Wedding Season,Delhi,Retail Bulk,"Vegetables, Dates, Eggs, Atta",1789.5,234.49,4,7
2024-01-10,Makar Sankranti,Winter,Salary Day,Delhi,Retail Bulk,"Vegetables, Bread, Fruits",1316.36,304.11,7,8
2024-12-25,Christmas,Winter,Salary Day,Lucknow,Upper Middle,"Cake, Fruits, Eggs, Atta, Chocolates",1949.02,269.67,4,6
2024-09-09,Eid,Monsoon,Salary Day,Bangalore,Middle Class,"Sugar, Dates, Fruits, Atta",1810.87,161.97,8,2
2024-11-25,Christmas,Summer,Wedding Season,Chennai,Students,"Cake, Milk, Bread, Rice, Chocolates",1058.87,258.83,8,9
2023-07-05,Onam,Monsoon,Exam Season,Chennai,Upper Middle,"Milk, Bread, Fruits",1992.41,195.46,7,7
2024-03-03,Holi,Monsoon,Weekend,Lucknow,Middle Class,"Fruits, Colors, Milk, Eggs",585.95,43.12,6,9
2023-09-14,Onam,Monsoon,Weekend,Kolkata,Students,"Rice, Eggs, Oil",1606.93,92.28,8,3
2024-09-22,Christmas,Winter,Wedding Season,Kolkata,Families,"Cake, Milk, Atta, Oil, Chocolates",1781.47,285.72,9,4
2023-02-14,Independence Day,Winter,Normal Day,Patna,Students,"Milk, Fruits, Hand bands, Flags, Eggs",1361.6,109.04,6,4
2024-10-19,Diwali,Summer,Wedding Season,Chennai,Families,"Milk, Fruits, Eggs",335.29,51.04,5,8
2024-08-14,Independence Day,Winter,Exam Season,Kolkata,Students,"Milk, Fruits, Oil, Hand bands, Flags",426.06,86.15,6,5
2023-06-20,Eid,Winter,Exam Season,Kolkata,Low Income,"Fruits, Rice, Eggs, Dates",1902.0,298.62,10,2
2024-02-09,Eid,Monsoon,Salary Day,Chennai,Retail Bulk,"Bread, Rice, Fruits, Dates",189.55,44.09,9,7
2023-03-17,None,Summer,Weekend,Jaipur,Middle Class,"Rice, Milk, Oil",839.47,113.13,9,4
2023-12-05,Republic Day,Monsoon,Exam Season,Chennai,Families,"Vegetables, Rice, Fruits",653.48,156.86,5,8
2024-08-05,None,Winter,Wedding Season,Delhi,Middle Class,"Rice, Milk, Atta",670.88,121.81,10,7
2023-07-30,Republic Day,Winter,Weekend,Patna,Students,"Vegetables, Sugar, Atta",691.48,105.49,9,9
2023-12-29,Holi,Winter,Salary Day,Kolkata,Families,"Sugar, Colors, Eggs, Atta",904.99,195.71,5,8
2024-07-27,Holi,Summer,Normal Day,Chennai,Families,"Bread, Rice, Milk, Colors",101.76,20.65,7,7
2024-03-07,Onam,Monsoon,Weekend,Mumbai,Students,"Oil, Milk, Eggs",870.15,189.23,9,9
2023-09-10,Republic Day,Monsoon,Normal Day,Patna,Upper Middle,"Vegetables, Sugar, Rice",1532.99,86.89,9,4
2023-01-29,Diwali,Summer,Weekend,Lucknow,Low Income,"Rice, Milk, Oil",1373.46,340.49,5,4
2024-08-10,Navratri,Monsoon,School Opening,Lucknow,Retail Bulk,"Sugar, Eggs, Oil",795.55,103.46,6,5
2024-11-13,Eid,Winter,Exam Season,Delhi,Students,"Dates, Rice, Fruits, Oil",182.94,36.51,9,2
2023-04-14,Raksha Bandhan,Winter,School Opening,Jaipur,Upper Middle,"Sweets, Oil, Rakhi, Vegetables, Eggs",729.01,140.64,8,5
2023-08-24,Onam,Monsoon,Wedding Season,Lucknow,Low Income,"Vegetables, Sugar, Rice",843.81,204.78,8,6
2023-07-09,Holi,Winter,Weekend,Jaipur,Upper Middle,"Sugar, Colors, Fruits, Oil",1273.35,274.85,10,5
2023-09-07,Independence Day,Summer,Wedding Season,Delhi,Families,"Oil, Hand bands, Flags, Rice, Vegetables",1767.92,308.22,6,6
2023-08-09,Makar Sankranti,Summer,Normal Day,Kolkata,Middle Class,"Bread, Eggs, Oil",1037.27,228.88,9,8
2024-12-11,Eid,Monsoon,School Opening,Patna,Middle Class,"Bread, Dates, Fruits, Oil",1808.59,274.34,5,7
2023-10-30,None,Winter,Weekend,Bangalore,Retail Bulk,"Oil, Eggs, Atta",1155.43,278.12,6,5
2023-01-07,Navratri,Monsoon,Wedding Season,Bangalore,Families,"Sugar, Rice, Atta",1728.23,407.11,5,7
2023-01-29,Diwali,Monsoon,Salary Day,Kolkata,Upper Middle,"Bread, Fruits, Atta",530.74,33.66,6,9
2024-07-28,Independence Day,Monsoon,Normal Day,Patna,Students,"Milk, Hand bands, Flags, Rice, Vegetables",124.37,9.64,9,9
2023-12-30,Navratri,Winter,Wedding Season,Jaipur,Families,"Vegetables, Sugar, Atta",1402.45,232.32,9,7
2023-07-28,Eid,Winter,Weekend,Delhi,Low Income,"Bread, Rice, Dates, Oil",1978.24,166.03,7,8
2024-08-03,Onam,Winter,Weekend,Mumbai,Families,"Bread, Rice, Oil",148.39,8.39,4,3
2024-11-01,Independence Day,Monsoon,Wedding Season,Chennai,Families,"Oil, Hand bands, Flags, Rice, Vegetables",1424.69,283.84,8,6
2023-05-20,Onam,Summer,School Opening,Patna,Low Income,"Bread, Rice, Fruits",967.23,182.93,8,7
2023-04-11,Makar Sankranti,Summer,Weekend,Kolkata,Students,"Sugar, Rice, Atta",1583.46,269.7,6,3
2023-07-02,Raksha Bandhan,Monsoon,Salary Day,Delhi,Students,"Sweets, Fruits, Rakhi, Bread, Eggs",374.73,49.96,10,5
2023-03-17,Makar Sankranti,Winter,Salary Day,Lucknow,Students,"Fruits, Eggs, Oil",1971.37,483.86,4,2
2023-10-04,Raksha Bandhan,Monsoon,Wedding Season,Bangalore,Families,"Sweets, Atta, Oil, Rakhi, Eggs",876.8,196.42,6,2
2024-11-26,Raksha Bandhan,Summer,Salary Day,Jaipur,Retail Bulk,"Sweets, Atta, Oil, Rakhi, Bread",1537.98,108.41,6,9
2024-02-09,Independence Day,Monsoon,Wedding Season,Lucknow,Students,"Sugar, Bread, Hand bands, Flags, Eggs",1147.1,189.09,7,3
2024-01-19,Raksha Bandhan,Summer,Exam Season,Delhi,Low Income,"Sweets, Atta, Oil, Rakhi, Bread",1605.88,334.33,4,8
2023-06-21,Independence Day,Summer,School Opening,Mumbai,Low Income,"Sugar, Fruits, Oil, Hand bands, Flags",1900.24,115.33,4,6
2023-04-30,Independence Day,Winter,School Opening,Patna,Families,"Sugar, Milk, Atta, Hand bands, Flags",313.83,44.67,9,5
2024-01-03,Republic Day,Summer,Wedding Season,Mumbai,Families,"Sugar, Eggs, Atta",1608.99,131.4,7,3
2024-02-20,Navratri,Winter,Salary Day,Delhi,Families,"Sugar, Milk, Oil",666.07,78.05,10,6
2023-10-27,Independence Day,Summer,Normal Day,Lucknow,Middle Class,"Sugar, Milk, Hand bands, Flags, Eggs",87.19,12.14,10,6
2023-10-03,Makar Sankranti,Summer,Weekend,Kolkata,Students,"Vegetables, Bread, Eggs",984.78,211.0,9,5
2023-01-21,Christmas,Monsoon,School Opening,Mumbai,Middle Class,"Cake, Fruits, Milk, Vegetables, Chocolates",1380.32,318.89,4,3
2023-01-17,Onam,Summer,Normal Day,Chennai,Upper Middle,"Vegetables, Sugar, Atta",1769.52,377.3,5,6
2023-07-28,Christmas,Winter,Salary Day,Patna,Retail Bulk,"Cake, Milk, Fruits, Rice, Chocolates",1606.2,330.22,9,9
2023-05-04,Independence Day,Monsoon,Salary Day,Jaipur,Retail Bulk,"Sugar, Fruits, Milk, Hand bands, Flags",1867.74,461.7,8,2
2023-06-13,Republic Day,Monsoon,Normal Day,Lucknow,Students,"Vegetables, Milk, Eggs",1702.58,149.04,8,2
2023-05-26,Republic Day,Summer,Salary Day,Kolkata,Upper Middle,"Milk, Bread, Eggs",1830.57,351.04,9,7
2023-02-16,Eid,Winter,Exam Season,Kolkata,Upper Middle,"Bread, Dates, Eggs, Oil",1145.82,91.19,9,8
2023-02-16,Independence Day,Monsoon,School Opening,Jaipur,Families,"Sugar, Atta, Bread, Hand bands, Flags",1093.88,97.54,7,6
2024-09-27,Republic Day,Winter,School Opening,Chennai,Retail Bulk,"Milk, Sugar, Fruits",1024.13,121.66,6,8
2023-12-30,Republic Day,Monsoon,Exam Season,Bangalore,Low Income,"Vegetables, Sugar, Rice",1709.16,274.82,9,7
2023-02-12,Eid,Winter,Exam Season,Mumbai,Students,"Bread, Dates, Milk, Oil",1426.58,216.76,4,6
2023-11-28,Republic Day,Summer,Exam Season,Mumbai,Retail Bulk,"Bread, Eggs, Atta",1774.06,214.36,7,9
2023-05-31,Christmas,Summer,Weekend,Delhi,Families,"Cake, Oil, Rice, Vegetables, Chocolates",1363.36,160.39,8,2
2023-11-14,Diwali,Summer,Exam Season,Patna,Low Income,"Bread, Rice, Atta",1365.6,174.27,6,3
2023-12-08,Raksha Bandhan,Winter,Exam Season,Kolkata,Families,"Sweets, Fruits, Atta, Rakhi, Eggs",339.96,25.19,4,2
2023-10-10,Christmas,Monsoon,Normal Day,Kolkata,Middle Class,"Sugar, Cake, Milk, Oil, Chocolates",1338.46,286.6,9,4
2024-03-06,Makar Sankranti,Monsoon,Normal Day,Kolkata,Families,"Fruits, Milk, Atta",258.89,25.7,9,7
2023-06-09,Makar Sankranti,Winter,Normal Day,Patna,Retail Bulk,"Vegetables, Sugar, Atta",1521.27,349.19,9,8
2024-06-14,Christmas,Winter,Normal Day,Delhi,Families,"Sugar, Cake, Milk, Vegetables, Chocolates",417.91,74.06,7,3
2024-09-26,Navratri,Summer,Exam Season,Mumbai,Retail Bulk,"Fruits, Milk, Atta",663.57,76.19,10,3
2023-02-03,None,Winter,Weekend,Jaipur,Retail Bulk,"Atta, Eggs, Oil",1018.06,218.81,6,9
2023-03-25,Raksha Bandhan,Monsoon,Normal Day,Lucknow,Students,"Sweets, Milk, Oil, Rakhi, Eggs",806.39,165.02,5,8
2024-09-02,None,Winter,Exam Season,Chennai,Upper Middle,"Fruits, Rice, Milk",523.05,50.98,9,2
2024-05-13,Republic Day,Winter,Exam Season,Mumbai,Middle Class,"Rice, Eggs, Oil",1178.69,185.76,8,6
2023-08-05,Independence Day,Winter,Wedding Season,Bangalore,Retail Bulk,"Milk, Hand bands, Flags, Rice, Vegetables",789.83,157.28,10,8
2023-12-14,Onam,Summer,Wedding Season,Jaipur,Retail Bulk,"Atta, Milk, Oil",1920.81,369.45,4,6
2023-04-13,None,Summer,Salary Day,Patna,Families,"Bread, Rice, Atta",1604.89,180.01,9,9
